,Title,Domestic Sales (in $),International Sales (in $),World Sales (in $),Genre,Release Year
406,The Chronicles of Narnia: Prince Caspian ,141621490,278044078,419665568,family,2008
406,The Chronicles of Narnia: Prince Caspian ,141621490,278044078,419665568,fantasy,2008
407,Pocahontas ,141579773,204500000,346079773,adventure,1995
407,Pocahontas ,141579773,204500000,346079773,animation,1995
407,Pocahontas ,141579773,204500000,346079773,drama,1995
407,Pocahontas ,141579773,204500000,346079773,family,1995
407,Pocahontas ,141579773,204500000,346079773,musical,1995
407,Pocahontas ,141579773,204500000,346079773,romance,1995
408,A Few Good Men ,141340178,101900000,243240178,drama,1992
408,A Few Good Men ,141340178,101900000,243240178,thriller,1992
409,Slumdog Millionaire ,141319928,237090614,378410542,drama,2008
409,Slumdog Millionaire ,141319928,237090614,378410542,romance,2008
410,Rush Hour ,141186864,103534200,244721064,action,1998
410,Rush Hour ,141186864,103534200,244721064,comedy,1998
410,Rush Hour ,141186864,103534200,244721064,crime,1998
410,Rush Hour ,141186864,103534200,244721064,thriller,1998
411,The Blair Witch Project ,140539099,108100000,248639099,horror,1999
411,The Blair Witch Project ,140539099,108100000,248639099,mystery,1999
412,Deep Impact ,140464664,209000000,349464664,action,1998
412,Deep Impact ,140464664,209000000,349464664,drama,1998
412,Deep Impact ,140464664,209000000,349464664,scifi,1998
412,Deep Impact ,140464664,209000000,349464664,thriller,1998
413,Shazam! ,140371656,225600000,365971656,action,2019
413,Shazam! ,140371656,225600000,365971656,adventure,2019
413,Shazam! ,140371656,225600000,365971656,comedy,2019
413,Shazam! ,140371656,225600000,365971656,fantasy,2019
414,Ocean's Eight ,140218711,157500000,297718711,action,2018
414,Ocean's Eight ,140218711,157500000,297718711,comedy,2018
414,Ocean's Eight ,140218711,157500000,297718711,crime,2018
414,Ocean's Eight ,140218711,157500000,297718711,thriller,2018
415,Rush Hour 3 ,140125968,117971154,258097122,action,2007
415,Rush Hour 3 ,140125968,117971154,258097122,comedy,2007
415,Rush Hour 3 ,140125968,117971154,258097122,crime,2007
415,Rush Hour 3 ,140125968,117971154,258097122,thriller,2007
416,Stuart Little ,140035367,160100000,300135367,adventure,1999
416,Stuart Little ,140035367,160100000,300135367,comedy,1999
416,Stuart Little ,140035367,160100000,300135367,family,1999
416,Stuart Little ,140035367,160100000,300135367,fantasy,1999
417,Taken 2 ,139854287,236298168,376152455,action,2012
417,Taken 2 ,139854287,236298168,376152455,crime,2012
417,Taken 2 ,139854287,236298168,376152455,thriller,2012
418,Sister Act ,139605150,92000000,231605150,comedy,1992
418,Sister Act ,139605150,92000000,231605150,family,1992
418,Sister Act ,139605150,92000000,231605150,music,1992
419,The Matrix Revolutions ,139313948,288030377,427344325,action,2003
419,The Matrix Revolutions ,139313948,288030377,427344325,scifi,2003
420,The Santa Clause 2 ,139236327,33618738,172855065,comedy,2002
420,The Santa Clause 2 ,139236327,33618738,172855065,family,2002
420,The Santa Clause 2 ,139236327,33618738,172855065,fantasy,2002
421,The King's Speech ,138797449,288576868,427374317,biography,2010
421,The King's Speech ,138797449,288576868,427374317,drama,2010
421,The King's Speech ,138797449,288576868,427374317,history,2010
422,Cheaper by the Dozen ,138614544,51924086,190538630,comedy,2003
422,Cheaper by the Dozen ,138614544,51924086,190538630,family,2003
423,Bad Boys II ,138608444,134731112,273339556,action,2003
423,Bad Boys II ,138608444,134731112,273339556,comedy,2003
423,Bad Boys II ,138608444,134731112,273339556,crime,2003
423,Bad Boys II ,138608444,134731112,273339556,thriller,2003
424,Platoon ,138530565,15067,138545632,drama,1986
424,Platoon ,138530565,15067,138545632,war,1986
425,21 Jump Street ,138447667,63137661,201585328,action,2012
425,21 Jump Street ,138447667,63137661,201585328,comedy,2012
425,21 Jump Street ,138447667,63137661,201585328,crime,2012
426,Good Will Hunting ,138433435,87500000,225933435,drama,1997
426,Good Will Hunting ,138433435,87500000,225933435,romance,1997
427,Split ,138291365,140163052,278454417,horror,2016
427,Split ,138291365,140163052,278454417,thriller,2016
428,A Christmas Carol ,137855863,187430783,325286646,adventure,2009
428,A Christmas Carol ,137855863,187430783,325286646,animation,2009
428,A Christmas Carol ,137855863,187430783,325286646,comedy,2009
428,A Christmas Carol ,137855863,187430783,325286646,drama,2009
428,A Christmas Carol ,137855863,187430783,325286646,family,2009
428,A Christmas Carol ,137855863,187430783,325286646,fantasy,2009
429,Dinosaur ,137748063,212074702,349822765,adventure,2000
429,Dinosaur ,137748063,212074702,349822765,animation,2000
429,Dinosaur ,137748063,212074702,349822765,drama,2000
429,Dinosaur ,137748063,212074702,349822765,family,2000
429,Dinosaur ,137748063,212074702,349822765,fantasy,2000
430,Ready Player One ,137690172,445203499,582893671,action,2018
430,Ready Player One ,137690172,445203499,582893671,adventure,2018
430,Ready Player One ,137690172,445203499,582893671,scifi,2018
431,The Conjuring ,137400141,182890848,320290989,horror,2013
431,The Conjuring ,137400141,182890848,320290989,mystery,2013
431,The Conjuring ,137400141,182890848,320290989,thriller,2013
432,Click ,137355633,103329693,240685326,comedy,2006
432,Click ,137355633,103329693,240685326,drama,2006
432,Click ,137355633,103329693,240685326,fantasy,2006
432,Click ,137355633,103329693,240685326,romance,2006
433,The Green Mile ,136801374,150000000,286801374,crime,1999
433,The Green Mile ,136801374,150000000,286801374,drama,1999
433,The Green Mile ,136801374,150000000,286801374,fantasy,1999
433,The Green Mile ,136801374,150000000,286801374,mystery,1999
434,Ransom ,136492681,173000000,309492681,action,1996
434,Ransom ,136492681,173000000,309492681,crime,1996
434,Ransom ,136492681,173000000,309492681,thriller,1996
435,Godzilla ,136314294,242700000,379014294,action,1998
435,Godzilla ,136314294,242700000,379014294,scifi,1998
435,Godzilla ,136314294,242700000,379014294,thriller,1998
436,Argo ,136025503,96300000,232325503,biography,2012
436,Argo ,136025503,96300000,232325503,drama,2012
436,Argo ,136025503,96300000,232325503,thriller,2012
437,Anger Management ,135645823,60100000,195745823,comedy,2003
438,Chicken Little ,135386665,179046172,314432837,adventure,2005
438,Chicken Little ,135386665,179046172,314432837,animation,2005
438,Chicken Little ,135386665,179046172,314432837,comedy,2005
438,Chicken Little ,135386665,179046172,314432837,family,2005
438,Chicken Little ,135386665,179046172,314432837,fantasy,2005
438,Chicken Little ,135386665,179046172,314432837,scifi,2005
439,Teenage Mutant Ninja Turtles ,135265915,66700000,201965915,action,1990
439,Teenage Mutant Ninja Turtles ,135265915,66700000,201965915,adventure,1990
439,Teenage Mutant Ninja Turtles ,135265915,66700000,201965915,comedy,1990
439,Teenage Mutant Ninja Turtles ,135265915,66700000,201965915,family,1990
439,Teenage Mutant Ninja Turtles ,135265915,66700000,201965915,scifi,1990
440,Patch Adams ,135026902,67266000,202292902,biography,1998
440,Patch Adams ,135026902,67266000,202292902,comedy,1998
440,Patch Adams ,135026902,67266000,202292902,drama,1998
440,Patch Adams ,135026902,67266000,202292902,romance,1998
441,The Godfather ,134966411,111154575,246120986,crime,1972
441,The Godfather ,134966411,111154575,246120986,drama,1972
442,Ride Along ,134938200,19530702,154468902,action,2014
442,Ride Along ,134938200,19530702,154468902,comedy,2014
442,Ride Along ,134938200,19530702,154468902,crime,2014
443,The Incredible Hulk ,134806913,129964083,264770996,action,2008
443,The Incredible Hulk ,134806913,129964083,264770996,adventure,2008
443,The Incredible Hulk ,134806913,129964083,264770996,scifi,2008
444,Live Free or Die Hard ,134529403,253626608,388156011,action,2007
444,Live Free or Die Hard ,134529403,253626608,388156011,thriller,2007
445,Wanted ,134508551,207954512,342463063,action,2008
445,Wanted ,134508551,207954512,342463063,crime,2008
445,Wanted ,134508551,207954512,342463063,thriller,2008
446,Identity Thief ,134506920,39458090,173965010,comedy,2013
446,Identity Thief ,134506920,39458090,173965010,crime,2013
446,Identity Thief ,134506920,39458090,173965010,drama,2013
447,Superman ,134451603,166000000,300451603,action,1978
447,Superman ,134451603,166000000,300451603,adventure,1978
447,Superman ,134451603,166000000,300451603,scifi,1978
448,The Rock ,134069511,200993110,335062621,action,1996
448,The Rock ,134069511,200993110,335062621,adventure,1996
448,The Rock ,134069511,200993110,335062621,thriller,1996
449,Mission: Impossible III ,134029801,264449696,398479497,action,2006
449,Mission: Impossible III ,134029801,264449696,398479497,adventure,2006
449,Mission: Impossible III ,134029801,264449696,398479497,thriller,2006
450,Grown Ups 2 ,133668525,113315753,246984278,comedy,2013
451,Troy ,133378256,364031596,497409852,drama,2004
451,Troy ,133378256,364031596,497409852,history,2004
452,Angels & Demons ,133375846,352554970,485930816,action,2009
452,Angels & Demons ,133375846,352554970,485930816,mystery,2009
452,Angels & Demons ,133375846,352554970,485930816,thriller,2009
453,Alvin and the Chipmunks: Chipwrecked ,133110742,209584693,342695435,adventure,2011
453,Alvin and the Chipmunks: Chipwrecked ,133110742,209584693,342695435,animation,2011
453,Alvin and the Chipmunks: Chipwrecked ,133110742,209584693,342695435,comedy,2011
453,Alvin and the Chipmunks: Chipwrecked ,133110742,209584693,342695435,family,2011
453,Alvin and the Chipmunks: Chipwrecked ,133110742,209584693,342695435,fantasy,2011
453,Alvin and the Chipmunks: Chipwrecked ,133110742,209584693,342695435,music,2011
453,Alvin and the Chipmunks: Chipwrecked ,133110742,209584693,342695435,musical,2011
454,Bringing Down the House ,132716677,32013002,164729679,comedy,2003
455,The Wolverine ,132556852,282271394,414828246,action,2013
455,The Wolverine ,132556852,282271394,414828246,scifi,2013
456,Wonder ,132422809,173786480,306209289,drama,2017
456,Wonder ,132422809,173786480,306209289,family,2017
457,The Departed ,132384315,159081058,291465373,crime,2006
457,The Departed ,132384315,159081058,291465373,drama,2006
457,The Departed ,132384315,159081058,291465373,thriller,2006
458,Hulk ,132177234,113107931,245285165,action,2003
458,Hulk ,132177234,113107931,245285165,scifi,2003
459,Silver Linings Playbook ,132092958,104319495,236412453,comedy,2012
459,Silver Linings Playbook ,132092958,104319495,236412453,drama,2012
459,Silver Linings Playbook ,132092958,104319495,236412453,romance,2012
460,Minority Report ,132072926,226300000,358372926,action,2002
460,Minority Report ,132072926,226300000,358372926,crime,2002
460,Minority Report ,132072926,226300000,358372926,mystery,2002
460,Minority Report ,132072926,226300000,358372926,scifi,2002
460,Minority Report ,132072926,226300000,358372926,thriller,2002
461,Fantastic 4: Rise of the Silver Surfer ,131921738,169991393,301913131,action,2007
461,Fantastic 4: Rise of the Silver Surfer ,131921738,169991393,301913131,adventure,2007
461,Fantastic 4: Rise of the Silver Surfer ,131921738,169991393,301913131,fantasy,2007
461,Fantastic 4: Rise of the Silver Surfer ,131921738,169991393,301913131,scifi,2007
462,The Last Airbender ,131772187,187941694,319713881,action,2010
462,The Last Airbender ,131772187,187941694,319713881,adventure,2010
462,The Last Airbender ,131772187,187941694,319713881,family,2010
462,The Last Airbender ,131772187,187941694,319713881,fantasy,2010
463,Rio 2 ,131538435,367242682,498781117,adventure,2014
463,Rio 2 ,131538435,367242682,498781117,animation,2014
463,Rio 2 ,131538435,367242682,498781117,comedy,2014
463,Rio 2 ,131538435,367242682,498781117,family,2014
463,Rio 2 ,131538435,367242682,498781117,music,2014
463,Rio 2 ,131538435,367242682,498781117,musical,2014
464,Lara Croft: Tomb Raider ,131168070,143535270,274703340,action,2001
464,Lara Croft: Tomb Raider ,131168070,143535270,274703340,adventure,2001
464,Lara Croft: Tomb Raider ,131168070,143535270,274703340,fantasy,2001
464,Lara Croft: Tomb Raider ,131168070,143535270,274703340,thriller,2001
465,The Silence of the Lambs ,130742922,142000000,272742922,crime,1991
465,The Silence of the Lambs ,130742922,142000000,272742922,drama,1991
465,The Silence of the Lambs ,130742922,142000000,272742922,horror,1991
465,The Silence of the Lambs ,130742922,142000000,272742922,thriller,1991
466,The Flintstones ,130531208,211100000,341631208,comedy,1994
466,The Flintstones ,130531208,211100000,341631208,family,1994
466,The Flintstones ,130531208,211100000,341631208,fantasy,1994
467,Lethal Weapon 4 ,130444603,155000000,285444603,action,1998
467,Lethal Weapon 4 ,130444603,155000000,285444603,crime,1998
467,Lethal Weapon 4 ,130444603,155000000,285444603,thriller,1998
468,Get Smart ,130319208,100366245,230685453,action,2008
468,Get Smart ,130319208,100366245,230685453,adventure,2008
468,Get Smart ,130319208,100366245,230685453,comedy,2008
469,The Divergent Series: Insurgent ,130179072,166823455,297002527,action,2015
469,The Divergent Series: Insurgent ,130179072,166823455,297002527,adventure,2015
469,The Divergent Series: Insurgent ,130179072,166823455,297002527,scifi,2015
469,The Divergent Series: Insurgent ,130179072,166823455,297002527,thriller,2015
470,The Peanuts Movie ,130178411,116054702,246233113,adventure,2015
470,The Peanuts Movie ,130178411,116054702,246233113,animation,2015
470,The Peanuts Movie ,130178411,116054702,246233113,comedy,2015
470,The Peanuts Movie ,130178411,116054702,246233113,drama,2015
470,The Peanuts Movie ,130178411,116054702,246233113,family,2015
471,Transformers: The Last Knight ,130168683,475256474,605425157,action,2017
471,Transformers: The Last Knight ,130168683,475256474,605425157,adventure,2017
471,Transformers: The Last Knight ,130168683,475256474,605425157,scifi,2017
472,American Gangster ,130164645,139590785,269755430,biography,2007
472,American Gangster ,130164645,139590785,269755430,crime,2007
472,American Gangster ,130164645,139590785,269755430,drama,2007
473,American Beauty ,130096601,226200000,356296601,drama,1999
474,The Ring ,129128133,120220800,249348933,horror,2002
474,The Ring ,129128133,120220800,249348933,mystery,2002
475,The Nutty Professor ,128814019,145147000,273961019,comedy,1996
475,The Nutty Professor ,128814019,145147000,273961019,romance,1996
475,The Nutty Professor ,128814019,145147000,273961019,scifi,1996
476,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,128505958,134046935,262552893,comedy,2006
477,Ghostbusters ,128350574,100796935,229147509,action,2016
477,Ghostbusters ,128350574,100796935,229147509,comedy,2016
477,Ghostbusters ,128350574,100796935,229147509,fantasy,2016
477,Ghostbusters ,128350574,100796935,229147509,scifi,2016
478,Kingsman: The Secret Service ,128261724,286089822,414351546,action,2014
478,Kingsman: The Secret Service ,128261724,286089822,414351546,adventure,2014
478,Kingsman: The Secret Service ,128261724,286089822,414351546,comedy,2014
478,Kingsman: The Secret Service ,128261724,286089822,414351546,thriller,2014
479,Robots ,128200012,134311478,262511490,adventure,2005
479,Robots ,128200012,134311478,262511490,animation,2005
479,Robots ,128200012,134311478,262511490,comedy,2005
479,Robots ,128200012,134311478,262511490,family,2005
479,Robots ,128200012,134311478,262511490,romance,2005
479,Robots ,128200012,134311478,262511490,scifi,2005
480,"Crouching Tiger, Hidden Dragon ",128078872,85446864,213525736,action,2000
480,"Crouching Tiger, Hidden Dragon ",128078872,85446864,213525736,adventure,2000
480,"Crouching Tiger, Hidden Dragon ",128078872,85446864,213525736,drama,2000
480,"Crouching Tiger, Hidden Dragon ",128078872,85446864,213525736,fantasy,2000
480,"Crouching Tiger, Hidden Dragon ",128078872,85446864,213525736,romance,2000
481,Shutter Island ,128012934,166792763,294805697,mystery,2010
481,Shutter Island ,128012934,166792763,294805697,thriller,2010
482,Into the Woods ,128002372,84900000,212902372,adventure,2014
482,Into the Woods ,128002372,84900000,212902372,comedy,2014
482,Into the Woods ,128002372,84900000,212902372,drama,2014
482,Into the Woods ,128002372,84900000,212902372,fantasy,2014
482,Into the Woods ,128002372,84900000,212902372,musical,2014
483,Rocky IV ,127873716,172600000,300473716,drama,1985
483,Rocky IV ,127873716,172600000,300473716,sport,1985
484,Enchanted ,127807262,212680574,340487836,adventure,2007
484,Enchanted ,127807262,212680574,340487836,animation,2007
484,Enchanted ,127807262,212680574,340487836,comedy,2007
484,Enchanted ,127807262,212680574,340487836,family,2007
484,Enchanted ,127807262,212680574,340487836,fantasy,2007
484,Enchanted ,127807262,212680574,340487836,musical,2007
484,Enchanted ,127807262,212680574,340487836,romance,2007
485,The Curious Case of Benjamin Button ,127509326,208293460,335802786,drama,2008
485,The Curious Case of Benjamin Button ,127509326,208293460,335802786,fantasy,2008
485,The Curious Case of Benjamin Button ,127509326,208293460,335802786,romance,2008
486,Central Intelligence ,127440871,89531672,216972543,action,2016
486,Central Intelligence ,127440871,89531672,216972543,comedy,2016
486,Central Intelligence ,127440871,89531672,216972543,crime,2016
487,Anchorman 2: The Legend Continues ,127352707,46297224,173649931,comedy,2013
488,Sweet Home Alabama ,127223418,53399006,180622424,comedy,2002
488,Sweet Home Alabama ,127223418,53399006,180622424,romance,2002
489,Bumblebee ,127195589,340794056,467989645,action,2018
489,Bumblebee ,127195589,340794056,467989645,adventure,2018
489,Bumblebee ,127195589,340794056,467989645,scifi,2018
490,Dumb and Dumber ,127175374,120100000,247275374,comedy,1994
491,2 Fast 2 Furious ,127154901,109195760,236350661,action,2003
491,2 Fast 2 Furious ,127154901,109195760,236350661,crime,2003
491,2 Fast 2 Furious ,127154901,109195760,236350661,thriller,2003
492,My Best Friend's Wedding ,127120029,172168576,299288605,comedy,1997
492,My Best Friend's Wedding ,127120029,172168576,299288605,drama,1997
492,My Best Friend's Wedding ,127120029,172168576,299288605,romance,1997
493,Super 8 ,127004179,133091807,260095986,action,2011
493,Super 8 ,127004179,133091807,260095986,mystery,2011
493,Super 8 ,127004179,133091807,260095986,scifi,2011
493,Super 8 ,127004179,133091807,260095986,thriller,2011
494,The World Is Not Enough ,126943684,234888716,361832400,action,1999
494,The World Is Not Enough ,126943684,234888716,361832400,adventure,1999
494,The World Is Not Enough ,126943684,234888716,361832400,thriller,1999
495,Sleepless in Seattle ,126808165,101119000,227927165,comedy,1993
495,Sleepless in Seattle ,126808165,101119000,227927165,drama,1993
495,Sleepless in Seattle ,126808165,101119000,227927165,romance,1993
496,Lucy ,126663600,332200000,458863600,action,2014
496,Lucy ,126663600,332200000,458863600,scifi,2014
496,Lucy ,126663600,332200000,458863600,thriller,2014
497,The Legend of Tarzan ,126643061,230057296,356700357,action,2016
497,The Legend of Tarzan ,126643061,230057296,356700357,adventure,2016
497,The Legend of Tarzan ,126643061,230057296,356700357,drama,2016
497,The Legend of Tarzan ,126643061,230057296,356700357,fantasy,2016
497,The Legend of Tarzan ,126643061,230057296,356700357,romance,2016
498,Bee Movie ,126631277,166883059,293514336,adventure,2007
498,Bee Movie ,126631277,166883059,293514336,animation,2007
498,Bee Movie ,126631277,166883059,293514336,comedy,2007
498,Bee Movie ,126631277,166883059,293514336,drama,2007
498,Bee Movie ,126631277,166883059,293514336,family,2007
499,Prometheus ,126477084,276877385,403354469,adventure,2012
499,Prometheus ,126477084,276877385,403354469,mystery,2012
499,Prometheus ,126477084,276877385,403354469,scifi,2012
500,Safe House ,126373434,81702771,208076205,action,2012
500,Safe House ,126373434,81702771,208076205,thriller,2012
501,Mr. Deeds ,126293452,44976083,171269535,comedy,2002
501,Mr. Deeds ,126293452,44976083,171269535,romance,2002
502,The Truman Show ,125618201,138500000,264118201,comedy,1998
502,The Truman Show ,125618201,138500000,264118201,drama,1998
503,Erin Brockovich ,125595205,130676081,256271286,biography,2000
503,Erin Brockovich ,125595205,130676081,256271286,drama,2000
504,Ocean's Twelve ,125544280,237200000,362744280,crime,2004
504,Ocean's Twelve ,125544280,237200000,362744280,thriller,2004
505,Terminator Salvation ,125322469,246030532,371353001,action,2009
505,Terminator Salvation ,125322469,246030532,371353001,scifi,2009
506,Charlie's Angels ,125305545,138800000,264105545,action,2000
506,Charlie's Angels ,125305545,138800000,264105545,adventure,2000
506,Charlie's Angels ,125305545,138800000,264105545,comedy,2000
506,Charlie's Angels ,125305545,138800000,264105545,crime,2000
506,Charlie's Angels ,125305545,138800000,264105545,thriller,2000
507,Tomorrow Never Dies ,125304276,207706792,333011068,action,1997
507,Tomorrow Never Dies ,125304276,207706792,333011068,adventure,1997
507,Tomorrow Never Dies ,125304276,207706792,333011068,thriller,1997
508,Ghostbusters: Afterlife ,125278330,66100000,191378330,adventure,2021
508,Ghostbusters: Afterlife ,125278330,66100000,191378330,comedy,2021
508,Ghostbusters: Afterlife ,125278330,66100000,191378330,fantasy,2021
508,Ghostbusters: Afterlife ,125278330,66100000,191378330,scifi,2021
509,Lone Survivor ,125095601,29707311,154802912,action,2013
509,Lone Survivor ,125095601,29707311,154802912,biography,2013
509,Lone Survivor ,125095601,29707311,154802912,drama,2013
509,Lone Survivor ,125095601,29707311,154802912,war,2013
510,Sully ,125070033,115727590,240797623,biography,2016
510,Sully ,125070033,115727590,240797623,drama,2016
511,The Vow ,125014030,71100540,196114570,drama,2012
511,The Vow ,125014030,71100540,196114570,romance,2012
512,Life of Pi ,124987023,484029542,609016565,adventure,2012
512,Life of Pi ,124987023,484029542,609016565,drama,2012
512,Life of Pi ,124987023,484029542,609016565,fantasy,2012
513,The Fault in Our Stars ,124872350,182294484,307166834,drama,2014
513,The Fault in Our Stars ,124872350,182294484,307166834,romance,2014
514,Cloudy with a Chance of Meatballs ,124870275,118135851,243006126,adventure,2009
514,Cloudy with a Chance of Meatballs ,124870275,118135851,243006126,animation,2009
514,Cloudy with a Chance of Meatballs ,124870275,118135851,243006126,comedy,2009
514,Cloudy with a Chance of Meatballs ,124870275,118135851,243006126,drama,2009
514,Cloudy with a Chance of Meatballs ,124870275,118135851,243006126,family,2009
514,Cloudy with a Chance of Meatballs ,124870275,118135851,243006126,fantasy,2009
514,Cloudy with a Chance of Meatballs ,124870275,118135851,243006126,scifi,2009
515,The Devil Wears Prada ,124740460,201965655,326706115,comedy,2006
515,The Devil Wears Prada ,124740460,201965655,326706115,drama,2006
516,Something's Gotta Give ,124728738,140600000,265328738,comedy,2003
516,Something's Gotta Give ,124728738,140600000,265328738,drama,2003
516,Something's Gotta Give ,124728738,140600000,265328738,romance,2003
517,Traffic ,124115725,83400000,207515725,crime,2000
517,Traffic ,124115725,83400000,207515725,drama,2000
517,Traffic ,124115725,83400000,207515725,thriller,2000
518,The Birdcage ,124060553,61200000,185260553,comedy,1996
519,City Slickers ,124033791,55000000,179033791,comedy,1991
519,City Slickers ,124033791,55000000,179033791,western,1991
520,Rango ,123477607,122246996,245724603,action,2011
520,Rango ,123477607,122246996,245724603,adventure,2011
520,Rango ,123477607,122246996,245724603,animation,2011
520,Rango ,123477607,122246996,245724603,comedy,2011
520,Rango ,123477607,122246996,245724603,family,2011
520,Rango ,123477607,122246996,245724603,western,2011
521,Nutty Professor II: The Klumps ,123309890,43030000,166339890,comedy,2000
521,Nutty Professor II: The Klumps ,123309890,43030000,166339890,romance,2000
521,Nutty Professor II: The Klumps ,123309890,43030000,166339890,scifi,2000
522,The Good Dinosaur ,123087120,209120551,332207671,adventure,2015
522,The Good Dinosaur ,123087120,209120551,332207671,animation,2015
522,The Good Dinosaur ,123087120,209120551,332207671,comedy,2015
522,The Good Dinosaur ,123087120,209120551,332207671,drama,2015
522,The Good Dinosaur ,123087120,209120551,332207671,family,2015
523,G.I. Joe: Retaliation ,122523060,253217645,375740705,action,2013
523,G.I. Joe: Retaliation ,122523060,253217645,375740705,adventure,2013
523,G.I. Joe: Retaliation ,122523060,253217645,375740705,scifi,2013
523,G.I. Joe: Retaliation ,122523060,253217645,375740705,thriller,2013
524,Clear and Present Danger ,122187717,93700000,215887717,action,1994
524,Clear and Present Danger ,122187717,93700000,215887717,crime,1994
524,Clear and Present Danger ,122187717,93700000,215887717,drama,1994
524,Clear and Present Danger ,122187717,93700000,215887717,thriller,1994
525,The Hunt for Red October ,122012643,78500000,200512643,action,1990
525,The Hunt for Red October ,122012643,78500000,200512643,adventure,1990
525,The Hunt for Red October ,122012643,78500000,200512643,thriller,1990
526,The Bodyguard ,122006740,289000000,411006740,action,1992
526,The Bodyguard ,122006740,289000000,411006740,drama,1992
526,The Bodyguard ,122006740,289000000,411006740,music,1992
526,The Bodyguard ,122006740,289000000,411006740,romance,1992
526,The Bodyguard ,122006740,289000000,411006740,thriller,1992
527,Wayne's World ,121697323,61400000,183097323,comedy,1992
527,Wayne's World ,121697323,61400000,183097323,music,1992
528,The Bourne Identity ,121661683,92372541,214034224,action,2002
528,The Bourne Identity ,121661683,92372541,214034224,mystery,2002
528,The Bourne Identity ,121661683,92372541,214034224,thriller,2002
529,Free Guy ,121626598,209877159,331503757,action,2021
529,Free Guy ,121626598,209877159,331503757,adventure,2021
529,Free Guy ,121626598,209877159,331503757,comedy,2021
529,Free Guy ,121626598,209877159,331503757,fantasy,2021
529,Free Guy ,121626598,209877159,331503757,scifi,2021
530,Superbad ,121463226,49349300,170812526,comedy,2007
531,Speed ,121248145,229200000,350448145,action,1994
531,Speed ,121248145,229200000,350448145,adventure,1994
531,Speed ,121248145,229200000,350448145,thriller,1994
532,50 First Dates ,120908074,77612860,198520934,comedy,2004
532,50 First Dates ,120908074,77612860,198520934,drama,2004
532,50 First Dates ,120908074,77612860,198520934,romance,2004
533,Mamma Mia! Here We Go Again ,120634935,281619449,402254384,comedy,2018
533,Mamma Mia! Here We Go Again ,120634935,281619449,402254384,musical,2018
533,Mamma Mia! Here We Go Again ,120634935,281619449,402254384,romance,2018
534,Inglourious Basterds ,120540719,200917028,321457747,adventure,2009
534,Inglourious Basterds ,120540719,200917028,321457747,drama,2009
534,Inglourious Basterds ,120540719,200917028,321457747,war,2009
535,Seabiscuit ,120277854,28058591,148336445,drama,2003
535,Seabiscuit ,120277854,28058591,148336445,history,2003
535,Seabiscuit ,120277854,28058591,148336445,sport,2003
536,Van Helsing ,120177084,179980554,300157638,action,2004
536,Van Helsing ,120177084,179980554,300157638,adventure,2004
536,Van Helsing ,120177084,179980554,300157638,fantasy,2004
536,Van Helsing ,120177084,179980554,300157638,thriller,2004
537,Four Christmases ,120146040,43966681,164112721,comedy,2008
537,Four Christmases ,120146040,43966681,164112721,drama,2008
537,Four Christmases ,120146040,43966681,164112721,romance,2008
538,I Now Pronounce You Chuck & Larry ,120059556,67074561,187134117,comedy,2007
538,I Now Pronounce You Chuck & Larry ,120059556,67074561,187134117,romance,2007
539,The Mask ,119938730,231644677,351583407,action,1994
539,The Mask ,119938730,231644677,351583407,comedy,1994
539,The Mask ,119938730,231644677,351583407,crime,1994
539,The Mask ,119938730,231644677,351583407,fantasy,1994
540,Cloudy with a Chance of Meatballs 2 ,119793567,154532382,274325949,adventure,2013
540,Cloudy with a Chance of Meatballs 2 ,119793567,154532382,274325949,animation,2013
540,Cloudy with a Chance of Meatballs 2 ,119793567,154532382,274325949,comedy,2013
540,Cloudy with a Chance of Meatballs 2 ,119793567,154532382,274325949,drama,2013
540,Cloudy with a Chance of Meatballs 2 ,119793567,154532382,274325949,family,2013
540,Cloudy with a Chance of Meatballs 2 ,119793567,154532382,274325949,fantasy,2013
540,Cloudy with a Chance of Meatballs 2 ,119793567,154532382,274325949,scifi,2013
541,Hook ,119654823,181200000,300854823,adventure,1991
541,Hook ,119654823,181200000,300854823,comedy,1991
541,Hook ,119654823,181200000,300854823,family,1991
541,Hook ,119654823,181200000,300854823,fantasy,1991
542,Walk the Line ,119519402,67278584,186797986,biography,2005
542,Walk the Line ,119519402,67278584,186797986,drama,2005
542,Walk the Line ,119519402,67278584,186797986,music,2005
542,Walk the Line ,119519402,67278584,186797986,romance,2005
543,G-Force ,119436770,173381128,292817898,action,2009
543,G-Force ,119436770,173381128,292817898,adventure,2009
543,G-Force ,119436770,173381128,292817898,animation,2009
543,G-Force ,119436770,173381128,292817898,comedy,2009
543,G-Force ,119436770,173381128,292817898,family,2009
543,G-Force ,119436770,173381128,292817898,fantasy,2009
543,G-Force ,119436770,173381128,292817898,scifi,2009
544,Total Recall ,119412921,141905000,261317921,action,1990
544,Total Recall ,119412921,141905000,261317921,adventure,1990
544,Total Recall ,119412921,141905000,261317921,scifi,1990
545,The Other Guys ,119219978,51238944,170458922,action,2010
545,The Other Guys ,119219978,51238944,170458922,comedy,2010
545,The Other Guys ,119219978,51238944,170458922,crime,2010
546,Fahrenheit 9/11 ,119194771,103252111,222446882,documentary,2004
546,Fahrenheit 9/11 ,119194771,103252111,222446882,drama,2004
